season,round,race_name,circuit_id,date,time,url
2003,10,French Grand Prix,magny_cours,2003-07-06,,https://en.wikipedia.org/wiki/2003_French_Grand_Prix
2003,11,British Grand Prix,silverstone,2003-07-20,,https://en.wikipedia.org/wiki/2003_British_Grand_Prix
2003,12,German Grand Prix,hockenheimring,2003-08-03,,https://en.wikipedia.org/wiki/2003_German_Grand_Prix
2003,13,Hungarian Grand Prix,hungaroring,2003-08-24,,https://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix
2003,14,Italian Grand Prix,monza,2003-09-14,,https://en.wikipedia.org/wiki/2003_Italian_Grand_Prix
2003,15,United States Grand Prix,indianapolis,2003-09-28,,https://en.wikipedia.org/wiki/2003_United_States_Grand_Prix
2003,16,Japanese Grand Prix,suzuka,2003-10-12,,https://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix
2004,1,Australian Grand Prix,albert_park,2004-03-07,,https://en.wikipedia.org/wiki/2004_Australian_Grand_Prix
2004,2,Malaysian Grand Prix,sepang,2004-03-21,,https://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix
2004,3,Bahrain Grand Prix,bahrain,2004-04-04,,https://en.wikipedia.org/wiki/2004_Bahrain_Grand_Prix
2004,4,San Marino Grand Prix,imola,2004-04-25,,https://en.wikipedia.org/wiki/2004_San_Marino_Grand_Prix
2004,5,Spanish Grand Prix,catalunya,2004-05-09,,https://en.wikipedia.org/wiki/2004_Spanish_Grand_Prix
2004,6,Monaco Grand Prix,monaco,2004-05-23,,https://en.wikipedia.org/wiki/2004_Monaco_Grand_Prix
2004,7,European Grand Prix,nurburgring,2004-05-30,,https://en.wikipedia.org/wiki/2004_European_Grand_Prix
2004,8,Canadian Grand Prix,villeneuve,2004-06-13,,https://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix
2004,9,United States Grand Prix,indianapolis,2004-06-20,,https://en.wikipedia.org/wiki/2004_United_States_Grand_Prix
2004,10,French Grand Prix,magny_cours,2004-07-04,,https://en.wikipedia.org/wiki/2004_French_Grand_Prix
2004,11,British Grand Prix,silverstone,2004-07-11,,https://en.wikipedia.org/wiki/2004_British_Grand_Prix
2004,12,German Grand Prix,hockenheimring,2004-07-25,,https://en.wikipedia.org/wiki/2004_German_Grand_Prix
2004,13,Hungarian Grand Prix,hungaroring,2004-08-15,,https://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix
2004,14,Belgian Grand Prix,spa,2004-08-29,,https://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix
2004,15,Italian Grand Prix,monza,2004-09-12,,https://en.wikipedia.org/wiki/2004_Italian_Grand_Prix
2004,16,Chinese Grand Prix,shanghai,2004-09-26,,https://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix
2004,17,Japanese Grand Prix,suzuka,2004-10-10,,https://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix
2004,18,Brazilian Grand Prix,interlagos,2004-10-24,,https://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix
2005,1,Australian Grand Prix,albert_park,2005-03-06,14:00:00Z,https://en.wikipedia.org/wiki/2005_Australian_Grand_Prix
2005,2,Malaysian Grand Prix,sepang,2005-03-20,15:00:00Z,https://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix
2005,3,Bahrain Grand Prix,bahrain,2005-04-03,14:30:00Z,https://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix
2005,4,San Marino Grand Prix,imola,2005-04-24,14:00:00Z,https://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix
2005,5,Spanish Grand Prix,catalunya,2005-05-08,14:00:00Z,https://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix
2005,6,Monaco Grand Prix,monaco,2005-05-22,14:00:00Z,https://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix
2005,7,European Grand Prix,nurburgring,2005-05-29,14:00:00Z,https://en.wikipedia.org/wiki/2005_European_Grand_Prix
2005,8,Canadian Grand Prix,villeneuve,2005-06-12,13:00:00Z,https://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix
2005,9,United States Grand Prix,indianapolis,2005-06-19,14:00:00Z,https://en.wikipedia.org/wiki/2005_United_States_Grand_Prix
2005,10,French Grand Prix,magny_cours,2005-07-03,14:00:00Z,https://en.wikipedia.org/wiki/2005_French_Grand_Prix
2005,11,British Grand Prix,silverstone,2005-07-10,14:00:00Z,https://en.wikipedia.org/wiki/2005_British_Grand_Prix
2005,12,German Grand Prix,hockenheimring,2005-07-24,14:00:00Z,https://en.wikipedia.org/wiki/2005_German_Grand_Prix
2005,13,Hungarian Grand Prix,hungaroring,2005-07-31,14:00:00Z,https://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix
2005,14,Turkish Grand Prix,istanbul,2005-08-21,15:00:00Z,https://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix
2005,15,Italian Grand Prix,monza,2005-09-04,14:00:00Z,https://en.wikipedia.org/wiki/2005_Italian_Grand_Prix
2005,16,Belgian Grand Prix,spa,2005-09-11,14:00:00Z,https://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix
2005,17,Brazilian Grand Prix,interlagos,2005-09-25,14:00:00Z,https://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix
2005,18,Japanese Grand Prix,suzuka,2005-10-09,14:00:00Z,https://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix
2005,19,Chinese Grand Prix,shanghai,2005-10-16,14:00:00Z,https://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix
2006,1,Bahrain Grand Prix,bahrain,2006-03-12,14:30:00Z,https://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix
2006,2,Malaysian Grand Prix,sepang,2006-03-19,15:00:00Z,https://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix
2006,3,Australian Grand Prix,albert_park,2006-04-02,14:00:00Z,https://en.wikipedia.org/wiki/2006_Australian_Grand_Prix
2006,4,San Marino Grand Prix,imola,2006-04-23,14:00:00Z,https://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix
2006,5,European Grand Prix,nurburgring,2006-05-07,14:00:00Z,https://en.wikipedia.org/wiki/2006_European_Grand_Prix
2006,6,Spanish Grand Prix,catalunya,2006-05-14,14:00:00Z,https://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix
2006,7,Monaco Grand Prix,monaco,2006-05-28,14:00:00Z,https://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix
2006,8,British Grand Prix,silverstone,2006-06-11,12:00:00Z,https://en.wikipedia.org/wiki/2006_British_Grand_Prix
2006,9,Canadian Grand Prix,villeneuve,2006-06-25,13:00:00Z,https://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix
2006,10,United States Grand Prix,indianapolis,2006-07-02,14:00:00Z,https://en.wikipedia.org/wiki/2006_United_States_Grand_Prix
2006,11,French Grand Prix,magny_cours,2006-07-16,14:00:00Z,https://en.wikipedia.org/wiki/2006_French_Grand_Prix
2006,12,German Grand Prix,hockenheimring,2006-07-30,14:00:00Z,https://en.wikipedia.org/wiki/2006_German_Grand_Prix
2006,13,Hungarian Grand Prix,hungaroring,2006-08-06,14:00:00Z,https://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix
2006,14,Turkish Grand Prix,istanbul,2006-08-27,15:00:00Z,https://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix
2006,15,Italian Grand Prix,monza,2006-09-10,14:00:00Z,https://en.wikipedia.org/wiki/2006_Italian_Grand_Prix
2006,16,Chinese Grand Prix,shanghai,2006-10-01,14:00:00Z,https://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix
2006,17,Japanese Grand Prix,suzuka,2006-10-08,14:00:00Z,https://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix
2006,18,Brazilian Grand Prix,interlagos,2006-10-22,14:00:00Z,https://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix
2007,1,Australian Grand Prix,albert_park,2007-03-18,03:00:00Z,https://en.wikipedia.org/wiki/2007_Australian_Grand_Prix
2007,2,Malaysian Grand Prix,sepang,2007-04-08,07:00:00Z,https://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix
2007,3,Bahrain Grand Prix,bahrain,2007-04-15,11:30:00Z,https://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix
2007,4,Spanish Grand Prix,catalunya,2007-05-13,12:00:00Z,https://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
2007,5,Monaco Grand Prix,monaco,2007-05-27,12:00:00Z,https://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
2007,6,Canadian Grand Prix,villeneuve,2007-06-10,17:00:00Z,https://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
2007,7,United States Grand Prix,indianapolis,2007-06-17,17:00:00Z,https://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
2007,8,French Grand Prix,magny_cours,2007-07-01,12:00:00Z,https://en.wikipedia.org/wiki/2007_French_Grand_Prix
2007,9,British Grand Prix,silverstone,2007-07-08,12:00:00Z,https://en.wikipedia.org/wiki/2007_British_Grand_Prix
2007,10,European Grand Prix,nurburgring,2007-07-22,12:00:00Z,https://en.wikipedia.org/wiki/2007_European_Grand_Prix
2007,11,Hungarian Grand Prix,hungaroring,2007-08-05,12:00:00Z,https://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
2007,12,Turkish Grand Prix,istanbul,2007-08-26,12:00:00Z,https://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
2007,13,Italian Grand Prix,monza,2007-09-09,12:00:00Z,https://en.wikipedia.org/wiki/2007_Italian_Grand_Prix
2007,14,Belgian Grand Prix,spa,2007-09-16,12:00:00Z,https://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix
2007,15,Japanese Grand Prix,fuji,2007-09-30,04:30:00Z,https://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix
2007,16,Chinese Grand Prix,shanghai,2007-10-07,06:00:00Z,https://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix
2007,17,Brazilian Grand Prix,interlagos,2007-10-21,16:00:00Z,https://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix
2008,1,Australian Grand Prix,albert_park,2008-03-16,04:30:00Z,https://en.wikipedia.org/wiki/2008_Australian_Grand_Prix
2008,2,Malaysian Grand Prix,sepang,2008-03-23,07:00:00Z,https://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix
2008,3,Bahrain Grand Prix,bahrain,2008-04-06,11:30:00Z,https://en.wikipedia.org/wiki/2008_Bahrain_Grand_Prix
2008,4,Spanish Grand Prix,catalunya,2008-04-27,12:00:00Z,https://en.wikipedia.org/wiki/2008_Spanish_Grand_Prix
2008,5,Turkish Grand Prix,istanbul,2008-05-11,12:00:00Z,https://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix
2008,6,Monaco Grand Prix,monaco,2008-05-25,12:00:00Z,https://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix
2008,7,Canadian Grand Prix,villeneuve,2008-06-08,17:00:00Z,https://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix
2008,8,French Grand Prix,magny_cours,2008-06-22,12:00:00Z,https://en.wikipedia.org/wiki/2008_French_Grand_Prix
2008,9,British Grand Prix,silverstone,2008-07-06,12:00:00Z,https://en.wikipedia.org/wiki/2008_British_Grand_Prix
2008,10,German Grand Prix,hockenheimring,2008-07-20,12:00:00Z,https://en.wikipedia.org/wiki/2008_German_Grand_Prix
2008,11,Hungarian Grand Prix,hungaroring,2008-08-03,12:00:00Z,https://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix
2008,12,European Grand Prix,valencia,2008-08-24,12:00:00Z,https://en.wikipedia.org/wiki/2008_European_Grand_Prix
2008,13,Belgian Grand Prix,spa,2008-09-07,12:00:00Z,https://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix
2008,14,Italian Grand Prix,monza,2008-09-14,12:00:00Z,https://en.wikipedia.org/wiki/2008_Italian_Grand_Prix
2008,15,Singapore Grand Prix,marina_bay,2008-09-28,12:00:00Z,https://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix
2008,16,Japanese Grand Prix,fuji,2008-10-12,04:30:00Z,https://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix
2008,17,Chinese Grand Prix,shanghai,2008-10-19,07:00:00Z,https://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix
2008,18,Brazilian Grand Prix,interlagos,2008-11-02,17:00:00Z,https://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix
2009,1,Australian Grand Prix,albert_park,2009-03-29,06:00:00Z,https://en.wikipedia.org/wiki/2009_Australian_Grand_Prix
2009,2,Malaysian Grand Prix,sepang,2009-04-05,09:00:00Z,https://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix
2009,3,Chinese Grand Prix,shanghai,2009-04-19,07:00:00Z,https://en.wikipedia.org/wiki/2009_Chinese_Grand_Prix
2009,4,Bahrain Grand Prix,bahrain,2009-04-26,12:00:00Z,https://en.wikipedia.org/wiki/2009_Bahrain_Grand_Prix
2009,5,Spanish Grand Prix,catalunya,2009-05-10,12:00:00Z,https://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix
2009,6,Monaco Grand Prix,monaco,2009-05-24,12:00:00Z,https://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix
2009,7,Turkish Grand Prix,istanbul,2009-06-07,12:00:00Z,https://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix
2009,8,British Grand Prix,silverstone,2009-06-21,12:00:00Z,https://en.wikipedia.org/wiki/2009_British_Grand_Prix
2009,9,German Grand Prix,nurburgring,2009-07-12,12:00:00Z,https://en.wikipedia.org/wiki/2009_German_Grand_Prix
2009,10,Hungarian Grand Prix,hungaroring,2009-07-26,12:00:00Z,https://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix
2009,11,European Grand Prix,valencia,2009-08-23,12:00:00Z,https://en.wikipedia.org/wiki/2009_European_Grand_Prix
2009,12,Belgian Grand Prix,spa,2009-08-30,12:00:00Z,https://en.wikipedia.org/wiki/2009_Belgian_Grand_Prix
2009,13,Italian Grand Prix,monza,2009-09-13,12:00:00Z,https://en.wikipedia.org/wiki/2009_Italian_Grand_Prix
2009,14,Singapore Grand Prix,marina_bay,2009-09-27,12:00:00Z,https://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix
2009,15,Japanese Grand Prix,suzuka,2009-10-04,05:00:00Z,https://en.wikipedia.org/wiki/2009_Japanese_Grand_Prix
2009,16,Brazilian Grand Prix,interlagos,2009-10-18,16:00:00Z,https://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix
2009,17,Abu Dhabi Grand Prix,yas_marina,2009-11-01,11:00:00Z,https://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix
2010,1,Bahrain Grand Prix,bahrain,2010-03-14,12:00:00Z,https://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix
2010,2,Australian Grand Prix,albert_park,2010-03-28,06:00:00Z,https://en.wikipedia.org/wiki/2010_Australian_Grand_Prix
2010,3,Malaysian Grand Prix,sepang,2010-04-04,08:00:00Z,https://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
2010,4,Chinese Grand Prix,shanghai,2010-04-18,06:00:00Z,https://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix
2010,5,Spanish Grand Prix,catalunya,2010-05-09,12:00:00Z,https://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
2010,6,Monaco Grand Prix,monaco,2010-05-16,12:00:00Z,https://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix
2010,7,Turkish Grand Prix,istanbul,2010-05-30,11:00:00Z,https://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix
2010,8,Canadian Grand Prix,villeneuve,2010-06-13,16:00:00Z,https://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
2010,9,European Grand Prix,valencia,2010-06-27,12:00:00Z,https://en.wikipedia.org/wiki/2010_European_Grand_Prix
2010,10,British Grand Prix,silverstone,2010-07-11,12:00:00Z,https://en.wikipedia.org/wiki/2010_British_Grand_Prix
2010,11,German Grand Prix,hockenheimring,2010-07-25,12:00:00Z,https://en.wikipedia.org/wiki/2010_German_Grand_Prix
2010,12,Hungarian Grand Prix,hungaroring,2010-08-01,12:00:00Z,https://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
2010,13,Belgian Grand Prix,spa,2010-08-29,12:00:00Z,https://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix
2010,14,Italian Grand Prix,monza,2010-09-12,12:00:00Z,https://en.wikipedia.org/wiki/2010_Italian_Grand_Prix
2010,15,Singapore Grand Prix,marina_bay,2010-09-26,12:00:00Z,https://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix
2010,16,Japanese Grand Prix,suzuka,2010-10-10,06:00:00Z,https://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix
2010,17,Korean Grand Prix,yeongam,2010-10-24,05:00:00Z,https://en.wikipedia.org/wiki/2010_Korean_Grand_Prix
2010,18,Brazilian Grand Prix,interlagos,2010-11-07,16:00:00Z,https://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix
2010,19,Abu Dhabi Grand Prix,yas_marina,2010-11-14,13:00:00Z,https://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
2011,1,Australian Grand Prix,albert_park,2011-03-27,06:00:00Z,https://en.wikipedia.org/wiki/2011_Australian_Grand_Prix
2011,2,Malaysian Grand Prix,sepang,2011-04-10,08:00:00Z,https://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix
2011,3,Chinese Grand Prix,shanghai,2011-04-17,07:00:00Z,https://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix
2011,4,Turkish Grand Prix,istanbul,2011-05-08,12:00:00Z,https://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix
2011,5,Spanish Grand Prix,catalunya,2011-05-22,12:00:00Z,https://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix
2011,6,Monaco Grand Prix,monaco,2011-05-29,12:00:00Z,https://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix
2011,7,Canadian Grand Prix,villeneuve,2011-06-12,17:00:00Z,https://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix
2011,8,European Grand Prix,valencia,2011-06-26,12:00:00Z,https://en.wikipedia.org/wiki/2011_European_Grand_Prix
2011,9,British Grand Prix,silverstone,2011-07-10,12:00:00Z,https://en.wikipedia.org/wiki/2011_British_Grand_Prix
2011,10,German Grand Prix,nurburgring,2011-07-24,12:00:00Z,https://en.wikipedia.org/wiki/2011_German_Grand_Prix
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,12:00:00Z,https://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix
2011,12,Belgian Grand Prix,spa,2011-08-28,12:00:00Z,https://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix
2011,13,Italian Grand Prix,monza,2011-09-11,12:00:00Z,https://en.wikipedia.org/wiki/2011_Italian_Grand_Prix
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,12:00:00Z,https://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix
2011,15,Japanese Grand Prix,suzuka,2011-10-09,06:00:00Z,https://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix
2011,16,Korean Grand Prix,yeongam,2011-10-16,06:00:00Z,https://en.wikipedia.org/wiki/2011_Korean_Grand_Prix
2011,17,Indian Grand Prix,buddh,2011-10-30,09:30:00Z,https://en.wikipedia.org/wiki/2011_Indian_Grand_Prix
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,13:00:00Z,https://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,16:00:00Z,https://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix
2012,1,Australian Grand Prix,albert_park,2012-03-18,06:00:00Z,https://en.wikipedia.org/wiki/2012_Australian_Grand_Prix
2012,2,Malaysian Grand Prix,sepang,2012-03-25,08:00:00Z,https://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix
2012,3,Chinese Grand Prix,shanghai,2012-04-15,07:00:00Z,https://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix
2012,4,Bahrain Grand Prix,bahrain,2012-04-22,12:00:00Z,https://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix
2012,5,Spanish Grand Prix,catalunya,2012-05-13,12:00:00Z,https://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix
2012,6,Monaco Grand Prix,monaco,2012-05-27,12:00:00Z,https://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix
2012,7,Canadian Grand Prix,villeneuve,2012-06-10,18:00:00Z,https://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix
2012,8,European Grand Prix,valencia,2012-06-24,12:00:00Z,https://en.wikipedia.org/wiki/2012_European_Grand_Prix
2012,9,British Grand Prix,silverstone,2012-07-08,12:00:00Z,https://en.wikipedia.org/wiki/2012_British_Grand_Prix
2012,10,German Grand Prix,hockenheimring,2012-07-22,12:00:00Z,https://en.wikipedia.org/wiki/2012_German_Grand_Prix
2012,11,Hungarian Grand Prix,hungaroring,2012-07-29,12:00:00Z,https://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix
2012,12,Belgian Grand Prix,spa,2012-09-02,12:00:00Z,https://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix
2012,13,Italian Grand Prix,monza,2012-09-09,12:00:00Z,https://en.wikipedia.org/wiki/2012_Italian_Grand_Prix
2012,14,Singapore Grand Prix,marina_bay,2012-09-23,12:00:00Z,https://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix
2012,15,Japanese Grand Prix,suzuka,2012-10-07,06:00:00Z,https://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix
2012,16,Korean Grand Prix,yeongam,2012-10-14,06:00:00Z,https://en.wikipedia.org/wiki/2012_Korean_Grand_Prix
2012,17,Indian Grand Prix,buddh,2012-10-28,09:30:00Z,https://en.wikipedia.org/wiki/2012_Indian_Grand_Prix
2012,18,Abu Dhabi Grand Prix,yas_marina,2012-11-04,13:00:00Z,https://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix
2012,19,United States Grand Prix,americas,2012-11-18,19:00:00Z,https://en.wikipedia.org/wiki/2012_United_States_Grand_Prix
2012,20,Brazilian Grand Prix,interlagos,2012-11-25,16:00:00Z,https://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix
2013,1,Australian Grand Prix,albert_park,2013-03-17,06:00:00Z,https://en.wikipedia.org/wiki/2013_Australian_Grand_Prix
2013,2,Malaysian Grand Prix,sepang,2013-03-24,08:00:00Z,https://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix
2013,3,Chinese Grand Prix,shanghai,2013-04-14,07:00:00Z,https://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix
2013,4,Bahrain Grand Prix,bahrain,2013-04-21,12:00:00Z,https://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix
2013,5,Spanish Grand Prix,catalunya,2013-05-12,12:00:00Z,https://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix
2013,6,Monaco Grand Prix,monaco,2013-05-26,12:00:00Z,https://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix
2013,7,Canadian Grand Prix,villeneuve,2013-06-09,18:00:00Z,https://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix
2013,8,British Grand Prix,silverstone,2013-06-30,12:00:00Z,https://en.wikipedia.org/wiki/2013_British_Grand_Prix
2013,9,German Grand Prix,nurburgring,2013-07-07,12:00:00Z,https://en.wikipedia.org/wiki/2013_German_Grand_Prix
2013,10,Hungarian Grand Prix,hungaroring,2013-07-28,12:00:00Z,https://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix
2013,11,Belgian Grand Prix,spa,2013-08-25,12:00:00Z,https://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix
2013,12,Italian Grand Prix,monza,2013-09-08,12:00:00Z,https://en.wikipedia.org/wiki/2013_Italian_Grand_Prix
2013,13,Singapore Grand Prix,marina_bay,2013-09-22,12:00:00Z,https://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix
2013,14,Korean Grand Prix,yeongam,2013-10-06,06:00:00Z,https://en.wikipedia.org/wiki/2013_Korean_Grand_Prix
2013,15,Japanese Grand Prix,suzuka,2013-10-13,06:00:00Z,https://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix
2013,16,Indian Grand Prix,buddh,2013-10-27,09:30:00Z,https://en.wikipedia.org/wiki/2013_Indian_Grand_Prix
2013,17,Abu Dhabi Grand Prix,yas_marina,2013-11-03,13:00:00Z,https://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix
2013,18,United States Grand Prix,americas,2013-11-17,19:00:00Z,https://en.wikipedia.org/wiki/2013_United_States_Grand_Prix
2013,19,Brazilian Grand Prix,interlagos,2013-11-24,16:00:00Z,https://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix
2014,1,Australian Grand Prix,albert_park,2014-03-16,06:00:00Z,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix
2014,2,Malaysian Grand Prix,sepang,2014-03-30,08:00:00Z,https://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix
2014,3,Bahrain Grand Prix,bahrain,2014-04-06,15:00:00Z,https://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix
2014,4,Chinese Grand Prix,shanghai,2014-04-20,07:00:00Z,https://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix
2014,5,Spanish Grand Prix,catalunya,2014-05-11,12:00:00Z,https://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix
2014,6,Monaco Grand Prix,monaco,2014-05-25,12:00:00Z,https://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix
2014,7,Canadian Grand Prix,villeneuve,2014-06-08,18:00:00Z,https://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix
2014,8,Austrian Grand Prix,red_bull_ring,2014-06-22,12:00:00Z,https://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix
2014,9,British Grand Prix,silverstone,2014-07-06,12:00:00Z,https://en.wikipedia.org/wiki/2014_British_Grand_Prix
2014,10,German Grand Prix,hockenheimring,2014-07-20,12:00:00Z,https://en.wikipedia.org/wiki/2014_German_Grand_Prix
2014,11,Hungarian Grand Prix,hungaroring,2014-07-27,12:00:00Z,https://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix
2014,12,Belgian Grand Prix,spa,2014-08-24,12:00:00Z,https://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix
2014,13,Italian Grand Prix,monza,2014-09-07,12:00:00Z,https://en.wikipedia.org/wiki/2014_Italian_Grand_Prix
2014,14,Singapore Grand Prix,marina_bay,2014-09-21,12:00:00Z,https://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix
2014,15,Japanese Grand Prix,suzuka,2014-10-05,06:00:00Z,https://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix
2014,16,Russian Grand Prix,sochi,2014-10-12,11:00:00Z,https://en.wikipedia.org/wiki/2014_Russian_Grand_Prix
2014,17,United States Grand Prix,americas,2014-11-02,20:00:00Z,https://en.wikipedia.org/wiki/2014_United_States_Grand_Prix
2014,18,Brazilian Grand Prix,interlagos,2014-11-09,16:00:00Z,https://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix
2014,19,Abu Dhabi Grand Prix,yas_marina,2014-11-23,13:00:00Z,https://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix
